admin0Name,admin0Name_da,admin0Pcode,admin1Name,admin1Name_da,admin1Pcode,admin2AltName1,admin2AltName1_da,admin2AltName2,admin2AltName2_da,admin2Name,admin2Name_da,admin2Pcode,admin2RefName,regionCode,regionName,regionName_da,admin2Name_ref,admin1Name_ref,admin0Name_ref
Afghanistan,افغانستان,AF,Ghazni,غزنی,AF11,NA,NA,NA,NA,Ab Band,آب بند,AF1113,NA,SE,South Eastern,جنوب ختیځه حوزه,ab_band,ghazni,afghanistan
Afghanistan,افغانستان,AF,Badghis,بادغیس,AF31,NA,NA,NA,NA,Ab Kamari,آب کمری,AF3102,NA,WR,Western,لویدیځه حوزه,ab_kamari,badghis,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,NA,NA,NA,NA,Achin,اچین,AF0615,NA,ER,Eastern,ختیځه حوزه,achin,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Hirat,هرات,AF32,NA,NA,NA,NA,Adraskan,ادرسکن,AF3209,NA,WR,Western,لویدیځه حوزه,adraskan,hirat,afghanistan
Afghanistan,افغانستان,AF,Paktya,پکتیا,AF13,NA,NA,NA,NA,Ahmadaba,احمد آبا,AF1302,NA,SE,South Eastern,جنوب ختیځه حوزه,ahmadaba,paktya,afghanistan
Afghanistan,افغانستان,AF,Ghazni,غزنی,AF11,NA,NA,NA,NA,Ajristan,اجرستان,AF1118,NA,SE,South Eastern,جنوب ختیځه حوزه,ajristan,ghazni,afghanistan
Afghanistan,افغانستان,AF,Kapisa,کاپیسا,AF02,NA,NA,NA,NA,Alasay,اله سای,AF0207,NA,CR,Capital,مرکزی حوزه,alasay,kapisa,afghanistan
Afghanistan,افغانستان,AF,Kunduz,کندز,AF19,NA,NA,NA,NA,Ali Abad,علی آباد,AF1903,NA,NE,North Eastern,سهیل ختیځه حوزه,ali_abad,kunduz,afghanistan
Afghanistan,افغانستان,AF,Laghman,لغمان,AF07,NA,NA,NA,NA,Alingar,علینگار,AF0704,NA,ER,Eastern,ختیځه حوزه,alingar,laghman,afghanistan
Afghanistan,افغانستان,AF,Laghman,لغمان,AF07,NA,NA,NA,NA,Alishang,علیشنگ,AF0703,NA,ER,Eastern,ختیځه حوزه,alishang,laghman,afghanistan
Afghanistan,افغانستان,AF,Faryab,فاریاب,AF29,NA,NA,NA,NA,Almar,المار,AF2904,NA,NR,Northern,سهیلی حوزه,almar,faryab,afghanistan
Afghanistan,افغانستان,AF,Farah,فراه,AF33,NA,NA,NA,NA,Anar Dara,انار دره,AF3307,NA,WR,Western,لویدیځه حوزه,anar_dara,farah,afghanistan
Afghanistan,افغانستان,AF,Panjsher,پنجشیر,AF08,Onaba,NA,NA,NA,Anawa,عنابه,AF0805,NA,CR,Capital,مرکزی حوزه,anawa,panjsher,afghanistan
Afghanistan,افغانستان,AF,Ghazni,غزنی,AF11,NA,NA,NA,NA,Andar,اندړ,AF1107,NA,SE,South Eastern,جنوب ختیځه حوزه,andar,ghazni,afghanistan
Afghanistan,افغانستان,AF,Baghlan,بغلان,AF09,Banu,NA,NA,NA,Andarab,اندراب,AF0907,NA,NE,North Eastern,سهیل ختیځه حوزه,andarab,baghlan,afghanistan
Afghanistan,افغانستان,AF,Faryab,فاریاب,AF29,NA,NA,NA,NA,Andkhoy,اندخوی,AF2913,NA,NR,Northern,سهیلی حوزه,andkhoy,faryab,afghanistan
Afghanistan,افغانستان,AF,Jawzjan,جوزجان,AF28,NA,NA,NA,NA,Aqcha,آقچه,AF2807,NA,NR,Northern,سهیلی حوزه,aqcha,jawzjan,afghanistan
Afghanistan,افغانستان,AF,Zabul,زابل,AF26,NA,NA,NA,NA,Arghandab,ارغنداب,AF2605,NA,SR,Southern,جنوبی حوزه,arghandab,zabul,afghanistan
Afghanistan,افغانستان,AF,Kandahar,کندهار,AF27,NA,NA,NA,NA,Arghandab,ارغنداب,AF2702,NA,SR,Southern,جنوبی حوزه,arghandab,kandahar,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Arghanj Khwah,ارغنچخواه,AF1703,NA,NE,North Eastern,سهیل ختیځه حوزه,arghanj_khwah,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Kandahar,کندهار,AF27,NA,NA,NA,NA,Arghestan,ارغستان,AF2708,NA,SR,Southern,جنوبی حوزه,arghestan,kandahar,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Argo,ارگو,AF1702,NA,NE,North Eastern,سهیل ختیځه حوزه,argo,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,Centre,NA,NA,NA,Asad Abad,اسد آباد,AF1501,NA,ER,Eastern,ختیځه حوزه,asad_abad,kunar,afghanistan
Afghanistan,افغانستان,AF,Daykundi,دایکندی,AF24,Ishterlai,NA,NA,NA,Ashtarlay,اشترلی,AF2403,NA,CH,Central Highland,لوړه مرکزی حوزه,ashtarlay,daykundi,afghanistan
Afghanistan,افغانستان,AF,Zabul,زابل,AF26,NA,NA,NA,NA,Atghar,اتغر,AF2608,NA,SR,Southern,جنوبی حوزه,atghar,zabul,afghanistan
Afghanistan,افغانستان,AF,Samangan,سمنگان,AF20,Centre,NA,NA,NA,Aybak,ایبک,AF2001,NA,NR,Northern,سهیلی حوزه,aybak,samangan,afghanistan
Afghanistan,افغانستان,AF,Logar,لوگر,AF05,NA,NA,NA,NA,Azra,ازره,AF0507,NA,CR,Capital,مرکزی حوزه,azra,logar,afghanistan
Afghanistan,افغانستان,AF,Baghlan,بغلان,AF09,NA,NA,NA,NA,Baghlan-e-Jadid,بغلان جدید,AF0905,NA,NE,North Eastern,سهیل ختیځه حوزه,baghlan_e_jadid,baghlan,afghanistan
Afghanistan,افغانستان,AF,Hilmand,هلمند,AF30,NA,NA,NA,NA,Baghran,باغران,AF3012,NA,SR,Southern,جنوبی حوزه,baghran,hilmand,afghanistan
Afghanistan,افغانستان,AF,Parwan,پروان,AF03,NA,NA,NA,NA,Bagram,بگرام,AF0302,NA,CR,Capital,مرکزی حوزه,bagram,parwan,afghanistan
Afghanistan,افغانستان,AF,Kabul,کابل,AF01,NA,NA,NA,NA,Bagrami,بگرامی,AF0104,NA,CR,Capital,مرکزی حوزه,bagrami,kabul,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Baharak,بهارک,AF1706,NA,NE,North Eastern,سهیل ختیځه حوزه,baharak,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Baharak,بهارک,AF1803,NA,NE,North Eastern,سهیل ختیځه حوزه,baharak,takhar,afghanistan
Afghanistan,افغانستان,AF,Khost,خوست,AF14,NA,NA,NA,NA,Bak,باک,AF1409,NA,SE,South Eastern,جنوب ختیځه حوزه,bak,khost,afghanistan
Afghanistan,افغانستان,AF,Farah,فراه,AF33,NA,NA,NA,NA,Bakwa,بکواه,AF3308,NA,WR,Western,لویدیځه حوزه,bakwa,farah,afghanistan
Afghanistan,افغانستان,AF,Farah,فراه,AF33,NA,NA,NA,NA,Bala Buluk,بالا بلوک,AF3306,NA,WR,Western,لویدیځه حوزه,bala_buluk,farah,afghanistan
Afghanistan,افغانستان,AF,Badghis,بادغیس,AF31,NA,NA,NA,NA,Bala Murghab,بالا مرغاب,AF3105,NA,WR,Western,لویدیځه حوزه,bala_murghab,badghis,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Balkh,بلخ,AF2106,NA,NR,Northern,سهیلی حوزه,balkh,balkh,afghanistan
Afghanistan,افغانستان,AF,Sar-e-Pul,سرپل,AF22,NA,NA,NA,NA,Balkhab,بلخاب,AF2207,NA,NR,Northern,سهیلی حوزه,balkhab,sar_e_pul,afghanistan
Afghanistan,افغانستان,AF,Bamyan,بامیان,AF10,Centre,NA,NA,NA,Bamyan,بامیان,AF1001,NA,CH,Central Highland,لوړه مرکزی حوزه,bamyan,bamyan,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Bangi,بنگی,AF1804,NA,NE,North Eastern,سهیل ختیځه حوزه,bangi,takhar,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,NA,NA,NA,NA,Bar Kunar,برکنر,AF1508,NA,ER,Eastern,ختیځه حوزه,bar_kunar,kunar,afghanistan
Afghanistan,افغانستان,AF,Logar,لوگر,AF05,NA,NA,NA,NA,Baraki Barak,برکی برک,AF0502,NA,CR,Capital,مرکزی حوزه,baraki_barak,logar,afghanistan
Afghanistan,افغانستان,AF,Nuristan,نورستان,AF16,NA,NA,NA,NA,Barg-e-Matal,برگ متال,AF1608,NA,ER,Eastern,ختیځه حوزه,barg_e_matal,nuristan,afghanistan
Afghanistan,افغانستان,AF,Paktika,پکتیکا,AF12,NA,NA,NA,NA,Barmal,برمل,AF1214,NA,SE,South Eastern,جنوب ختیځه حوزه,barmal,paktika,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,NA,NA,NA,NA,Bati Kot,بتی کوټ,AF0609,NA,ER,Eastern,ختیځه حوزه,bati_kot,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Panjsher,پنجشیر,AF08,Centre,NA,NA,NA,Bazarak,بازارک,AF0801,NA,CR,Capital,مرکزی حوزه,bazarak,panjsher,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,NA,NA,NA,NA,Behsud,بهسود,AF0602,NA,ER,Eastern,ختیځه حوزه,behsud,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Faryab,فاریاب,AF29,NA,NA,NA,NA,Bilcheragh,بلچراغ,AF2905,NA,NR,Northern,سهیلی حوزه,bilcheragh,faryab,afghanistan
Afghanistan,افغانستان,AF,Baghlan,بغلان,AF09,NA,NA,NA,NA,Burka,بورکه,AF0910,NA,NE,North Eastern,سهیل ختیځه حوزه,burka,baghlan,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Chahab,چاه آب,AF1816,NA,NE,North Eastern,سهیل ختیځه حوزه,chahab,takhar,afghanistan
Afghanistan,افغانستان,AF,Kabul,کابل,AF01,NA,NA,NA,NA,Chahar Asyab,چهار آسیاب,AF0103,NA,CR,Capital,مرکزی حوزه,chahar_asyab,kabul,afghanistan
Afghanistan,افغانستان,AF,Kunduz,کندز,AF19,NA,NA,NA,NA,Chahar Darah,چهار دره,AF1902,NA,NE,North Eastern,سهیل ختیځه حوزه,chahar_darah,kunduz,afghanistan
Afghanistan,افغانستان,AF,Maidan Wardak,میدان وردک,AF04,Chak,NA,NA,NA,Chak-e-Wardak,چک,AF0404,NA,CR,Capital,مرکزی حوزه,chak_e_wardak,maidan_wardak,afghanistan
Afghanistan,افغانستان,AF,Nimroz,نیمروز,AF34,Asl-i-Chakhansur,NA,NA,NA,Chakhansur,چخانسور,AF3403,NA,SR,Southern,جنوبی حوزه,chakhansur,nimroz,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Chal,چال,AF1805,NA,NE,North Eastern,سهیل ختیځه حوزه,chal,takhar,afghanistan
Afghanistan,افغانستان,AF,Paktya,پکتیا,AF13,Samkani,NA,NA,NA,Chamkani,څمکنی,AF1310,NA,SE,South Eastern,جنوب ختیځه حوزه,chamkani,paktya,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,NA,NA,NA,NA,Chapa Dara,چپه دره,AF1513,NA,ER,Eastern,ختیځه حوزه,chapa_dara,kunar,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,NA,NA,NA,NA,Chaparhar,چپر هار,AF0604,NA,ER,Eastern,ختیځه حوزه,chaparhar,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Char Bolak,چار بولک,AF2111,NA,NR,Northern,سهیلی حوزه,char_bolak,balkh,afghanistan
Afghanistan,افغانستان,AF,Nimroz,نیمروز,AF34,NA,NA,NA,NA,Char Burjak,چاربرجک,AF3404,NA,SR,Southern,جنوبی حوزه,char_burjak,nimroz,afghanistan
Afghanistan,افغانستان,AF,Parwan,پروان,AF03,Centre,NA,NA,NA,Charikar,چاریکار,AF0301,NA,CR,Capital,مرکزی حوزه,charikar,parwan,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Charkent,چار کنت,AF2104,NA,NR,Northern,سهیلی حوزه,charkent,balkh,afghanistan
Afghanistan,افغانستان,AF,Logar,لوگر,AF05,NA,NA,NA,NA,Charkh,چرخ,AF0503,NA,CR,Capital,مرکزی حوزه,charkh,logar,afghanistan
Afghanistan,افغانستان,AF,Ghor,غور,AF23,NA,NA,NA,NA,Charsadra,چار صد ره,AF2304,NA,WR,Western,لویدیځه حوزه,charsadra,ghor,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,Sawkai,NA,NA,NA,Chawkay,چوکی,AF1509,NA,ER,Eastern,ختیځه حوزه,chawkay,kunar,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Chemtal,چمتال,AF2108,NA,NR,Northern,سهیلی حوزه,chemtal,balkh,afghanistan
Afghanistan,افغانستان,AF,Hirat,هرات,AF32,NA,NA,NA,NA,Chisht-e-Sharif,چشت شریف,AF3216,NA,WR,Western,لویدیځه حوزه,chisht_e_sharif,hirat,afghanistan
Afghanistan,افغانستان,AF,Uruzgan,ارزگان,AF25,NA,NA,NA,NA,Chora,چوره,AF2503,NA,SR,Southern,جنوبی حوزه,chora,uruzgan,afghanistan
Afghanistan,افغانستان,AF,Baghlan,بغلان,AF09,NA,NA,NA,NA,Dahana-e-Ghori,دهنۀ غوری,AF0902,NA,NE,North Eastern,سهیل ختیځه حوزه,dahana_e_ghori,baghlan,afghanistan
Afghanistan,افغانستان,AF,Kandahar,کندهار,AF27,NA,NA,NA,NA,Daman,دامان,AF2703,NA,SR,Southern,جنوبی حوزه,daman,kandahar,afghanistan
Afghanistan,افغانستان,AF,Paktya,پکتیا,AF13,NA,NA,NA,NA,Dand Wa Patan,دند وپټان,AF1311,NA,SE,South Eastern,جنوب ختیځه حوزه,dand_wa_patan,paktya,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,NA,NA,NA,NA,Dangam,دانگام,AF1512,NA,ER,Eastern,ختیځه حوزه,dangam,kunar,afghanistan
Afghanistan,افغانستان,AF,Panjsher,پنجشیر,AF08,NA,NA,NA,NA,Dara,دره,AF0803,NA,CR,Capital,مرکزی حوزه,dara,panjsher,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,NA,NA,NA,NA,Dara-e-Nur,دره نور,AF0612,NA,ER,Eastern,ختیځه حوزه,dara_e_nur,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Kunar,کنر ها,AF15,NA,NA,NA,NA,Dara-e-Pech,دره پیچ,AF1507,NA,ER,Eastern,ختیځه حوزه,dara_e_pech,kunar,afghanistan
Afghanistan,افغانستان,AF,Samangan,سمنگان,AF20,NA,NA,NA,NA,Dara-e-Suf-e-Bala,درۀ صوف بالا,AF2007,NA,NR,Northern,سهیلی حوزه,dara_e_suf_e_bala,samangan,afghanistan
Afghanistan,افغانستان,AF,Samangan,سمنگان,AF20,NA,NA,NA,NA,Dara-e-Suf-e-Payin,درۀ صوف پائین,AF2006,NA,NR,Northern,سهیلی حوزه,dara_e_suf_e_payin,samangan,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,NA,NA,NA,NA,Darayem,درایم,AF1707,NA,NE,North Eastern,سهیل ختیځه حوزه,darayem,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Darqad,درقد,AF1815,NA,NE,North Eastern,سهیل ختیځه حوزه,darqad,takhar,afghanistan
Afghanistan,افغانستان,AF,Jawzjan,جوزجان,AF28,NA,NA,NA,NA,Darzab,درز آب,AF2811,NA,NR,Northern,سهیلی حوزه,darzab,jawzjan,afghanistan
Afghanistan,افغانستان,AF,Kunduz,کندز,AF19,NA,NA,NA,NA,Dasht-e-Archi,دشت ارچی,AF1906,NA,NE,North Eastern,سهیل ختیځه حوزه,dasht_e_archi,kunduz,afghanistan
Afghanistan,افغانستان,AF,Takhar,تخار,AF18,NA,NA,NA,NA,Dasht-e-Qala,دشت قلعه,AF1812,NA,NE,North Eastern,سهیل ختیځه حوزه,dasht_e_qala,takhar,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Dawlat Abad,دولت آباد,AF2109,NA,NR,Northern,سهیلی حوزه,dawlat_abad,balkh,afghanistan
Afghanistan,افغانستان,AF,Faryab,فاریاب,AF29,NA,NA,NA,NA,Dawlat Abad,دولت آباد,AF2909,NA,NR,Northern,سهیلی حوزه,dawlat_abad,faryab,afghanistan
Afghanistan,افغانستان,AF,Laghman,لغمان,AF07,NA,NA,NA,NA,Dawlatshah,دولت شاه,AF0705,NA,ER,Eastern,ختیځه حوزه,dawlatshah,laghman,afghanistan
Afghanistan,افغانستان,AF,Ghor,غور,AF23,NA,NA,NA,NA,Dawlatyar,دولت یار,AF2303,NA,WR,Western,لویدیځه حوزه,dawlatyar,ghor,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,Nusai,NA,NA,NA,Dawraz-e-Bala,دروازبالا ( نیسی),AF1727,NA,NE,North Eastern,سهیل ختیځه حوزه,dawraz_e_bala,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Badakhshan,بدخشان,AF17,Mai Mai,NA,Dawraz,NA,Dawraz-e-Payin,درواز پائین (ما می ),AF1722,NA,NE,North Eastern,سهیل ختیځه حوزه,dawraz_e_payin,badakhshan,afghanistan
Afghanistan,افغانستان,AF,Zabul,زابل,AF26,NA,NA,NA,NA,Daychopan,دای چوپان,AF2607,NA,SR,Southern,جنوبی حوزه,daychopan,zabul,afghanistan
Afghanistan,افغانستان,AF,Maidan Wardak,میدان وردک,AF04,NA,NA,NA,NA,Daymirdad,دایمیرداد,AF0406,NA,CR,Capital,مرکزی حوزه,daymirdad,maidan_wardak,afghanistan
Afghanistan,افغانستان,AF,Hilmand,هلمند,AF30,NA,NA,NA,NA,Deh-e-Shu,دیشو,AF3013,NA,SR,Southern,جنوبی حوزه,deh_e_shu,hilmand,afghanistan
Afghanistan,افغانستان,AF,Nangarhar,ننگرهار,AF06,Haska Meyna,NA,NA,NA,Deh Bala,ده بالا,AF0610,NA,ER,Eastern,ختیځه حوزه,deh_bala,nangarhar,afghanistan
Afghanistan,افغانستان,AF,Kabul,کابل,AF01,NA,NA,NA,NA,Deh Sabz,ده سبز,AF0105,NA,CR,Capital,مرکزی حوزه,deh_sabz,kabul,afghanistan
Afghanistan,افغانستان,AF,Baghlan,بغلان,AF09,NA,NA,NA,NA,Deh Salah,ده صلاح,AF0908,NA,NE,North Eastern,سهیل ختیځه حوزه,deh_salah,baghlan,afghanistan
Afghanistan,افغانستان,AF,Ghazni,غزنی,AF11,NA,NA,NA,NA,Deh Yak,ده یک,AF1105,NA,SE,South Eastern,جنوب ختیځه حوزه,deh_yak,ghazni,afghanistan
Afghanistan,افغانستان,AF,Balkh,بلخ,AF21,NA,NA,NA,NA,Dehdadi,دهدادی,AF2103,NA,NR,Northern,سهیلی حوزه,dehdadi,balkh,afghanistan
Afghanistan,افغانستان,AF,Uruzgan,ارزگان,AF25,NA,NA,NA,NA,Dehrawud,دهراود,AF2502,NA,SR,Southern,جنوبی حوزه,dehrawud,uruzgan,afghanistan
