admin0Name_en,admin0Pcode,admin1Name_en,admin1Pcode,admin2Name_en,admin2Pcode,admin3AltName1_en,admin3AltName2_en,admin3Name_en,admin3Pcode,admin3RefName
Angola,AO,Moxico,AO15,Bundas (Lumbala-Nguimbo),AO15135,NA,NA,Luvuei,AO15135438,NA
Angola,AO,Uíge,AO17,Bembe,AO17144,NA,NA,Mabaia,AO17144467,NA
Angola,AO,Bengo,AO01,Dande,AO01002,NA,NA,Mabubas,AO01002007,NA
Angola,AO,Uíge,AO17,Milunga,AO17149,NA,NA,Macocola,AO17149482,NA
Angola,AO,Uíge,AO17,Milunga,AO17149,NA,NA,Macolo,AO17149483,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Maculusso,AO11094307,NA
Angola,AO,Zaire,AO18,Mbanza Congo,AO18159,NA,NA,Madimba,AO18159511,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Maianga,AO11094311,NA
Angola,AO,Malanje,AO14,Malanje,AO14122,NA,NA,Malanje,AO14122398,NA
Angola,AO,Cabinda,AO04,Cabinda,AO04026,NA,NA,Malembo,AO04026101,NA
Angola,AO,Bié,AO03,Chitembo,AO03019,NA,NA,Malengue,AO03019076,NA
Angola,AO,Uíge,AO17,Maquela do Zombo,AO17148,NA,NA,Maquela do Zombo,AO17148480,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Marcal,AO11094313,NA
Angola,AO,Malanje,AO14,Marimba,AO14123,NA,NA,Marimba,AO14123401,NA
Angola,AO,Cabinda,AO04,Cacongo (Landana),AO04027,NA,NA,Massabi,AO04027105,NA
Angola,AO,Malanje,AO14,Massango,AO14124,NA,NA,Massango,AO14124405,NA
Angola,AO,Uíge,AO17,Milunga,AO17149,NA,NA,Massau,AO17149484,NA
Angola,AO,Huíla,AO09,Matala,AO09078,NA,NA,Matala,AO09078255,NA
Angola,AO,Cuanza Norte,AO06,Ambaca,AO06037,NA,NA,Maua,AO06037136,NA
Angola,AO,Cuando Cubango,AO05,Calai,AO05028,NA,NA,Maue,AO05028107,NA
Angola,AO,Cuando Cubango,AO05,Mavinga,AO05033,NA,NA,Mavinga,AO05033124,NA
Angola,AO,Zaire,AO18,Mbanza Congo,AO18159,NA,NA,Mbanza Congo,AO18159512,NA
Angola,AO,Huambo,AO10,Tchikala-Tcholohanga,AO10089,NA,NA,Mbave,AO10089290,NA
Angola,AO,Malanje,AO14,Cangandala,AO14117,NA,NA,Mbembo,AO14117380,NA
Angola,AO,Cuando Cubango,AO05,Menongue,AO05034,NA,NA,Menongue,AO05034127,NA
Angola,AO,Malanje,AO14,Cahombo,AO14118,NA,NA,Mikanda,AO14118384,NA
Angola,AO,Cabinda,AO04,Belize,AO04024,NA,NA,Mikonje,AO04024096,NA
Angola,AO,Malanje,AO14,Cunda-dia-Baze,AO14120,NA,NA,Milando,AO14120389,NA
Angola,AO,Uíge,AO17,Milunga,AO17149,NA,NA,Milunga,AO17149485,NA
Angola,AO,Malanje,AO14,Quela,AO14126,NA,NA,Moma,AO14126410,NA
Angola,AO,Lunda Sul,AO13,Saurimo,AO13113,NA,NA,Mona Quimbundo,AO13113362,NA
Angola,AO,Cunene,AO08,Cuanhama,AO08063,NA,NA,Mongua,AO08063210,NA
Angola,AO,Benguela,AO02,Bocoio,AO02009,NA,NA,Monte Belo,AO02009035,NA
Angola,AO,Malanje,AO14,Mucari,AO14125,NA,NA,Mucari,AO14125408,NA
Angola,AO,Lunda Sul,AO13,Muconda,AO13112,NA,NA,Muconda,AO13112360,NA
Angola,AO,Moxico,AO15,Alto Zambeze,AO15128,NA,NA,Mucondo,AO15128422,NA
Angola,AO,Cuando Cubango,AO05,Dirico,AO05032,NA,NA,Mucusso,AO05032119,NA
Angola,AO,Malanje,AO14,Kiuaba-N'Zoji (Cuaba Nzogo),AO14119,NA,NA,Mufuma,AO14119386,NA
Angola,AO,Moxico,AO15,Luchazes,AO15134,NA,NA,Muie,AO15134433,NA
Angola,AO,Cunene,AO08,Ombadja,AO08067,NA,NA,Mukope,AO08067222,NA
Angola,AO,Huíla,AO09,Matala,AO09078,NA,NA,Mulondo,AO09078256,NA
Angola,AO,Luanda,AO11,"Quissama (Muxima, Quiçama)",AO11004,NA,NA,Mumbondo,AO11004015,NA
Angola,AO,Bié,AO03,Chitembo,AO03019,NA,NA,Mumbue,AO03019077,NA
Angola,AO,Huambo,AO10,Ukuma,AO10091,NA,NA,Mundundo,AO10091296,NA
Angola,AO,Cuanza Sul,AO07,Libolo (Calulo),AO07054,NA,NA,Munenga,AO07054184,NA
Angola,AO,Huambo,AO10,Mungo,AO10088,NA,NA,Mungo,AO10088288,NA
Angola,AO,Bié,AO03,Cuemba,AO03020,NA,NA,Munhango,AO03020082,NA
Angola,AO,Namibe,AO16,Bibala,AO16137,NA,NA,Munhino,AO16137449,NA
Angola,AO,Cunene,AO08,Cuvelai,AO08065,NA,NA,Mupa,AO08065218,NA
Angola,AO,Malanje,AO14,Mucari,AO14125,NA,NA,Muquixi,AO14125409,NA
Angola,AO,Lunda Sul,AO13,Muconda,AO13112,NA,NA,Muriege,AO13112361,NA
Angola,AO,Cuanza Sul,AO07,Mussende,AO07055,NA,NA,Mussende,AO07055186,NA
Angola,AO,Zaire,AO18,N'Zeto,AO18160,NA,NA,Musserra,AO18160514,NA
Angola,AO,Luanda,AO11,Belas (Samba),AO11098,NA,NA,Mussulo,AO11098318,NA
Angola,AO,Moxico,AO15,Bundas (Lumbala-Nguimbo),AO15135,NA,NA,Mussuma,AO15135439,NA
Angola,AO,Bié,AO03,Chitembo,AO03019,NA,NA,Mutumbo,AO03019078,NA
Angola,AO,Lunda Norte,AO12,Lubalo,AO12107,NA,NA,Muvulage,AO12107342,NA
Angola,AO,Bengo,AO01,Nambuangongo,AO01005,NA,NA,Muxiluando,AO01005022,NA
Angola,AO,Luanda,AO11,"Quissama (Muxima, Quiçama)",AO11004,NA,NA,Muxima,AO11004016,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,N'gola Kilwanji,AO11094320,Ngola Kilwanji
Angola,AO,Uíge,AO17,Damba,AO17147,NA,NA,N'soso,AO17147474,Nsoso
Angola,AO,Cunene,AO08,Namacunde,AO08066,NA,NA,Namakunde,AO08066219,NA
Angola,AO,Namibe,AO16,Namibe,AO16139,NA,NA,Namibe,AO16139455,NA
Angola,AO,Cuando Cubango,AO05,Nancova,AO05035,NA,NA,Nancova,AO05035128,NA
Angola,AO,Cunene,AO08,Ombadja,AO08067,NA,NA,Naulila,AO08067223,NA
Angola,AO,Cuanza Sul,AO07,Quibala,AO07057,NA,NA,Ndala Kachimbo,AO07057193,NA
Angola,AO,Cuanza Norte,AO06,Cazengo,AO06042,NA,NA,Ndalatando,AO06042152,NA
Angola,AO,Uíge,AO17,Negage,AO17151,NA,NA,Negage,AO17151490,NA
Angola,AO,Cabinda,AO04,Buco Zau,AO04025,NA,NA,Nekuto,AO04025098,NA
Angola,AO,Cuando Cubango,AO05,Rivungo,AO05036,NA,NA,Neriquinha,AO05036131,NA
Angola,AO,Huíla,AO09,Caluquembe,AO09069,NA,NA,Ngola,AO09069232,NA
Angola,AO,Huíla,AO09,Cacula,AO09165,NA,NA,Ngola,AO09165232,NA
Angola,AO,Malanje,AO14,Malanje,AO14122,NA,NA,Ngola-Luige,AO14122399,NA
Angola,AO,Bié,AO03,N'harea,AO03023,NA,NA,Nharea,AO03023093,NA
Angola,AO,Cabinda,AO04,Buco Zau,AO04025,NA,NA,Nhuca,AO04025099,NA
Angola,AO,Moxico,AO15,Bundas (Lumbala-Nguimbo),AO15135,NA,NA,Ninda,AO15135440,NA
Angola,AO,Uíge,AO17,Damba,AO17147,NA,NA,Nkama-Ntambu,AO17147475,NA
Angola,AO,Uíge,AO17,Damba,AO17147,NA,NA,Nkuso,AO17147476,NA
Angola,AO,Zaire,AO18,Nóqui,AO18161,NA,NA,Noqui,AO18161519,NA
Angola,AO,Zaire,AO18,N'Zeto,AO18160,NA,NA,Nzeto,AO18160515,NA
Angola,AO,Cunene,AO08,Ombadja,AO08067,NA,NA,Ombala yo Mungu,AO08067224,NA
Angola,AO,Cunene,AO08,Cuanhama,AO08063,NA,NA,Onjiva,AO08063211,NA
Angola,AO,Cunene,AO08,Curoca,AO08064,NA,NA,Onkokwa,AO08064214,NA
Angola,AO,Cunene,AO08,Cahama,AO08062,NA,NA,Otchinjau,AO08062207,NA
Angola,AO,Cunene,AO08,Cuanhama,AO08063,NA,NA,Oximolo,AO08063212,NA
Angola,AO,Cuanza Sul,AO07,Cassongue,AO07051,NA,NA,Pambangala,AO07051175,NA
Angola,AO,Bengo,AO01,Pango-Aluquém,AO01047,NA,NA,Pango-Aluquem,AO01047166,NA
Angola,AO,Bengo,AO01,Dembos-Quibaxe,AO01043,NA,NA,Paredes,AO01043154,NA
Angola,AO,Benguela,AO02,Bocoio,AO02009,NA,NA,Passe,AO02009036,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Patrice Lumumba,AO11094308,NA
Angola,AO,Zaire,AO18,Soyo,AO18162,NA,NA,Pedra do Feitico,AO18162521,NA
Angola,AO,Bengo,AO01,Dembos-Quibaxe,AO01043,NA,NA,Piri,AO01043155,NA
Angola,AO,Cuanza Sul,AO07,Porto Amboim,AO07056,NA,NA,Porto Amboim,AO07056189,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Prenda,AO11094312,NA
Angola,AO,Malanje,AO14,Cacuso,AO14114,NA,NA,Pungo-Andongo,AO14114368,NA
Angola,AO,Uíge,AO17,Puri,AO17152,NA,NA,Puri,AO17152491,NA
Angola,AO,Malanje,AO14,Quela,AO14126,NA,NA,Quela,AO14126411,NA
Angola,AO,Benguela,AO02,Cubal,AO02012,NA,NA,Quendo,AO02012047,NA
Angola,AO,Zaire,AO18,N'Zeto,AO18160,NA,NA,Quibala Norte,AO18160516,NA
Angola,AO,Uíge,AO17,Quitexe,AO17154,NA,NA,Quifuafua,AO17154497,NA
Angola,AO,Uíge,AO17,Quimbele,AO17153,NA,NA,Quimbele,AO17153495,NA
Angola,AO,Uíge,AO17,Buengas,AO17145,NA,NA,Quimbianda,AO17145470,NA
Angola,AO,Uíge,AO17,Mucaba,AO17150,NA,NA,Quinzala,AO17150486,NA
Angola,AO,Malanje,AO14,Quirima,AO14127,NA,NA,Quirima,AO14127413,NA
Angola,AO,Malanje,AO14,Cambundi-Catembo,AO14116,NA,NA,Quitapa,AO14116349,NA
Angola,AO,Uíge,AO17,Quitexe,AO17154,NA,NA,Quitende,AO17154498,NA
Angola,AO,Uíge,AO17,Quitexe,AO17154,NA,NA,Quitexe,AO17154499,NA
Angola,AO,Zaire,AO18,Tomboco,AO18163,NA,NA,Quiximba,AO18163526,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Rangel,AO11094314,NA
Angola,AO,Bié,AO03,Camacupa,AO03016,NA,NA,Ringoma,AO03016064,NA
Angola,AO,Cuando Cubango,AO05,Nancova,AO05035,NA,NA,Rito,AO05035129,NA
Angola,AO,Cuando Cubango,AO05,Rivungo,AO05036,NA,NA,Rivungo,AO05036132,NA
Angola,AO,Bengo,AO01,Dembos-Quibaxe,AO01043,NA,NA,S. Jose das Matas,AO01043156,NA
Angola,AO,Cuanza Norte,AO06,Cambambe (Kambambe),AO06041,NA,NA,S. Pedro da Kilemba,AO06041149,NA
Angola,AO,Bié,AO03,Cuemba,AO03020,NA,NA,Sachinemuna,AO03020083,NA
Angola,AO,Uíge,AO17,Maquela do Zombo,AO17148,NA,NA,Sakandika,AO17148481,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Samba,AO11094319,NA
Angola,AO,Cuanza Norte,AO06,Samba Cajú,AO06049,NA,NA,Samba Caju,AO06049168,NA
Angola,AO,Cuanza Norte,AO06,Samba Cajú,AO06049,NA,NA,Samba Lukala,AO06049169,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Sambizanga,AO11094321,NA
Angola,AO,Huambo,AO10,Tchikala-Tcholohanga,AO10089,NA,NA,Sambo,AO10089291,NA
Angola,AO,Cuanza Sul,AO07,Cela (Waku Kungo),AO07061,NA,NA,Sanga,AO07061204,NA
Angola,AO,Uíge,AO17,Sanza Pombo,AO17155,NA,NA,Sanza Pombo,AO17155502,NA
Angola,AO,Cuanza Sul,AO07,Mussende,AO07055,NA,NA,Sao Lucas,AO07055187,NA
Angola,AO,Lunda Sul,AO13,Saurimo,AO13113,NA,NA,Saurimo,AO13113363,NA
Angola,AO,Malanje,AO14,Quirima,AO14127,NA,NA,Sautari,AO14127414,NA
Angola,AO,Cuando Cubango,AO05,Cuangar,AO05029,NA,NA,Savate,AO05029110,NA
Angola,AO,Uíge,AO17,Ambuíla,AO17143,NA,NA,Sede Mantoyo,AO17143464,NA
Angola,AO,Zaire,AO18,Cuimba,AO18158,NA,NA,Serra da Kanda,AO18158508,NA
Angola,AO,Moxico,AO15,Bundas (Lumbala-Nguimbo),AO15135,NA,NA,Sessa,AO15135441,NA
Angola,AO,Cunene,AO08,Namacunde,AO08066,NA,NA,Shiede,AO08066220,NA
Angola,AO,Bié,AO03,Chitembo,AO03019,NA,NA,Soma Kwanza,AO03019079,NA
Angola,AO,Lunda Sul,AO13,Saurimo,AO13113,NA,NA,Sombo,AO13113364,NA
Angola,AO,Uíge,AO17,Songo,AO17156,NA,NA,Songo,AO17156505,NA
Angola,AO,Zaire,AO18,Soyo,AO18162,NA,NA,Soyo,AO18162522,NA
Angola,AO,Bié,AO03,Camacupa,AO03016,NA,NA,St. Antonio da Muinha,AO03016065,NA
Angola,AO,Zaire,AO18,Soyo,AO18162,NA,NA,Sumba,AO18162523,NA
Angola,AO,Cuanza Sul,AO07,Sumbe (Ngangula),AO07060,NA,NA,Sumbe,AO07060202,NA
Angola,AO,Bengo,AO01,Ambriz,AO01001,NA,NA,Tabi,AO01001003,NA
Angola,AO,Malanje,AO14,Cambundi-Catembo,AO14116,NA,NA,Tala-Mungongo,AO14116376,NA
Angola,AO,Luanda,AO11,Cazenga,AO11093,NA,NA,Tala Hadi,AO11093303,NA
Angola,AO,Cabinda,AO04,Cabinda,AO04026,NA,NA,Tando Zinze,AO04026102,NA
Angola,AO,Cuanza Norte,AO06,Ambaca,AO06037,NA,NA,Tango,AO06037137,NA
Angola,AO,Huambo,AO10,Ecunha (Ekunha),AO10084,NA,NA,Tchipeio,AO10084274,NA
Angola,AO,Huíla,AO09,Quipungo (Tchipungo),AO09080,NA,NA,Tchipungo,AO09080260,NA
Angola,AO,Huíla,AO09,Cacula,AO09165,NA,NA,Tchipungo,AO09165260,NA
Angola,AO,Malanje,AO14,Marimba,AO14123,NA,NA,Tembo-Aluma,AO14123402,NA
Angola,AO,Moxico,AO15,Luchazes,AO15134,NA,NA,Tempue,AO15134434,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Terra Nova,AO11094315,NA
Angola,AO,Cuanza Norte,AO06,Bolongongo,AO06039,NA,NA,Terreiro,AO06039144,NA
Angola,AO,Huambo,AO10,Tchikala-Tcholohanga,AO10089,NA,NA,Thicala-Thilohanga,AO10089292,NA
Angola,AO,Zaire,AO18,Tomboco,AO18163,NA,NA,Tomboco,AO18163527,NA
Angola,AO,Namibe,AO16,Tômbwa (Porto Alexandre),AO16140,NA,NA,Tombua,AO16140457,NA
Angola,AO,Bié,AO03,Cuito (Kuito),AO03022,NA,NA,Trumba,AO03022088,NA
Angola,AO,Huíla,AO09,Caconda,AO09068,NA,NA,Uaba,AO09068229,NA
Angola,AO,Uíge,AO17,Sanza Pombo,AO17155,NA,NA,Uamba,AO17155503,NA
Angola,AO,Uíge,AO17,Mucaba,AO17150,NA,NA,Uando,AO17150487,NA
Angola,AO,Cuanza Sul,AO07,Seles (Uku Seles),AO07059,NA,NA,Ucu-Seles,AO07059198,NA
Angola,AO,Bengo,AO01,Dande,AO01002,NA,NA,Ucua,AO01002008,NA
Angola,AO,Uíge,AO17,Uíge,AO17157,NA,NA,Uige,AO17157506,NA
Angola,AO,Huambo,AO10,Ukuma,AO10091,NA,NA,Ukuma,AO10091297,NA
Angola,AO,Bié,AO03,Camacupa,AO03016,NA,NA,Umpulo,AO03016066,NA
Angola,AO,Huambo,AO10,Londuimbale,AO10086,NA,NA,Ussoke,AO10086282,NA
Angola,AO,Luanda,AO11,Belas (Samba),AO11098,NA,NA,Viana,AO11098324,NA
Angola,AO,Luanda,AO11,Luanda,AO11094,NA,NA,Viana Sede,AO11094323,NA
Angola,AO,Luanda,AO11,Belas (Samba),AO11098,NA,NA,Viana Sede,AO11098323,NA
Angola,AO,Luanda,AO11,Viana,AO11100,NA,NA,Viana Sede,AO11100323,NA
Angola,AO,Huíla,AO09,Cuvango (Kuvango),AO09076,NA,NA,Vikungo,AO09076249,NA
Angola,AO,Namibe,AO16,Virei,AO16141,NA,NA,Virei,AO16141459,NA
Angola,AO,Cuanza Sul,AO07,Cela (Waku Kungo),AO07061,NA,NA,Waco Kungo,AO07061205,NA
Angola,AO,Benguela,AO02,Caimbambo,AO02010,NA,NA,Wyiagombe,AO02010041,NA
Angola,AO,Lunda Norte,AO12,Lucapa,AO12108,NA,NA,Xa-Cassau,AO12108346,NA
Angola,AO,Cuando Cubango,AO05,Dirico,AO05032,NA,NA,Xa-Mavera,AO05032120,NA
Angola,AO,Lunda Norte,AO12,Xá-Muteba,AO12109,NA,NA,Xa-Muteba,AO12109350,NA
Angola,AO,Malanje,AO14,Quela,AO14126,NA,NA,Xandele,AO14126412,NA
Angola,AO,Cunene,AO08,Ombadja,AO08067,NA,NA,Xangongo,AO08067225,NA
Angola,AO,Lunda Sul,AO13,Cacolo,AO13110,NA,NA,Xassengue,AO13110354,NA
Angola,AO,Lunda Norte,AO12,Capenda-Camulemba,AO12102,NA,NA,Xinge,AO12102330,NA
Angola,AO,Lunda Sul,AO13,Cacolo,AO13110,NA,NA,Xinge,AO13110330,NA
Angola,AO,Bengo,AO01,Nambuangongo,AO01005,NA,NA,Zala,AO01005023,NA
Angola,AO,Cuanza Norte,AO06,Cambambe (Kambambe),AO06041,NA,NA,Zenza do Itombe,AO06041150,NA
