OBJECTID,admin3Name_en,admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_fr,admin3AltName2_fr,admin2Name_en,admin2Name_fr,admin2Pcode,admin1Name_en,admin1Name_fr,admin1Pcode,admin0Name_en,admin0Name_fr,admin0Pcode,date,validOn,validTo
1,NA,Abong-Mbang,CM003002001,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
2,NA,Afanloum,CM002005001,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
3,NA,Ako,CM007003001,NA,NA,NA,NA,NA,NA,Donga-Mantung,CM007003,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
4,NA,Akoeman,CM002010001,NA,NA,NA,NA,NA,NA,Nyong-et-So'o,CM002010,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
5,NA,Akom 2,CM009003001,NA,NA,NA,NA,NA,NA,Océan,CM009003,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
6,NA,Akono,CM002006001,NA,NA,NA,NA,NA,NA,Mefou-et-Akono,CM002006,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
7,NA,Akonolinga,CM002009001,NA,NA,NA,NA,NA,NA,Nyong-et-Mfoumou,CM002009,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
8,NA,Akwaya,CM010004001,NA,NA,NA,NA,NA,NA,Manyu,CM010004,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
9,NA,Alou,CM010003001,NA,NA,NA,NA,NA,NA,Lebialem,CM010003,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
10,NA,Ambam,CM009004001,NA,NA,NA,NA,NA,NA,Vallée-du-Ntem,CM009004,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
11,NA,Assamba,CM002005002,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
12,NA,Awae,CM002005003,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
13,NA,Ayos,CM002009002,NA,NA,NA,NA,NA,NA,Nyong-et-Mfoumou,CM002009,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
14,NA,Babadjou,CM008001001,NA,NA,NA,NA,NA,NA,Bamboutos,CM008001,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
15,NA,Babessi,CM007007001,NA,NA,NA,NA,NA,NA,Ngo-Ketunjia,CM007007,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
16,NA,Bafang,CM008002001,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
17,NA,Bafia,CM002003001,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
18,NA,Bafoussam 1er,CM008006001,NA,NA,NA,NA,NA,NA,Mifi,CM008006,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
19,NA,Bafoussam 2e,CM008006002,NA,NA,NA,NA,NA,NA,Mifi,CM008006,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
20,NA,Bafoussam 3e,CM008006003,NA,NA,NA,NA,NA,NA,Mifi,CM008006,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
21,NA,Bafut,CM007005001,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
22,NA,Baham,CM008003001,NA,NA,NA,NA,NA,NA,Hauts-Plateaux,CM008003,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
23,NA,Bakou,CM008002002,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
24,NA,Bali,CM007005002,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
25,NA,Balikumbat,CM007007002,NA,NA,NA,NA,NA,NA,Ngo-Ketunjia,CM007007,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
26,NA,Bamenda 1st,CM007005003,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
27,NA,Bamenda 2nd,CM007005004,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
28,NA,Bamenda 3rd,CM007005005,NA,NA,NA,NA,NA,NA,Mezam,CM007005,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
29,NA,Bamendjou,CM008003002,NA,NA,NA,NA,NA,NA,Hauts-Plateaux,CM008003,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
30,NA,Bamusso,CM010006001,NA,NA,NA,NA,NA,NA,Ndian,CM010006,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
31,NA,Bana,CM008002003,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
32,NA,Bandja,CM008002004,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
33,NA,Bangangte,CM008007001,NA,NA,NA,NA,NA,NA,Ndé,CM008007,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
34,NA,Bangem,CM010002001,NA,NA,NA,NA,NA,NA,Kupe-Manenguba,CM010002,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
35,NA,Bangou,CM008003003,NA,NA,NA,NA,NA,NA,Hauts-Plateaux,CM008003,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
36,NA,Bangourain,CM008008001,NA,NA,NA,NA,NA,NA,Noun,CM008008,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
37,NA,Banka,CM008002005,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
38,NA,Bankim,CM001003001,NA,NA,NA,NA,NA,NA,Mayo-Banyo,CM001003,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
39,NA,Banwa,CM008002006,NA,NA,NA,NA,NA,NA,Haut-Nkam,CM008002,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
40,NA,Banyo,CM001003002,NA,NA,NA,NA,NA,NA,Mayo-Banyo,CM001003,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
41,NA,Bare-Bakem,CM005001001,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
42,NA,Bascheo,CM006001001,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
43,NA,Bassamba,CM008007002,NA,NA,NA,NA,NA,NA,Ndé,CM008007,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
44,NA,Batcham,CM008001002,NA,NA,NA,NA,NA,NA,Bamboutos,CM008001,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
45,NA,Batchenga,CM002002001,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
46,NA,Batibo,CM007006001,NA,NA,NA,NA,NA,NA,Momo,CM007006,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
47,NA,Batie,CM008003004,NA,NA,NA,NA,NA,NA,Hauts-Plateaux,CM008003,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
48,NA,Batouri,CM003003001,NA,NA,NA,NA,NA,NA,Kadey,CM003003,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
49,NA,Bayangam,CM008004001,NA,NA,NA,NA,NA,NA,Koung-Khi,CM008004,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
50,NA,Bazou,CM008007003,NA,NA,NA,NA,NA,NA,Ndé,CM008007,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
51,NA,Bebend,CM003002002,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
52,NA,Beka,CM006002001,NA,NA,NA,NA,NA,NA,Faro,CM006002,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
53,NA,Belabo,CM003004001,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
54,NA,Belel,CM001005001,NA,NA,NA,NA,NA,NA,Vina,CM001005,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
55,NA,Belo,CM007001001,NA,NA,NA,NA,NA,NA,Boyo,CM007001,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
56,NA,Bengbis,CM009001001,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
57,NA,Bertoua 1er,CM003004002,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
58,NA,Bertoua 2e,CM003004003,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
59,NA,Betare-Oya,CM003004004,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
60,NA,Bibemi,CM006001002,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
61,NA,Bibey,CM002001001,NA,NA,NA,NA,NA,NA,Haute-Sanaga,CM002001,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
62,NA,Bikok,CM002006002,NA,NA,NA,NA,NA,NA,Mefou-et-Akono,CM002006,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
63,NA,Bipindi,CM009003002,NA,NA,NA,NA,NA,NA,Océan,CM009003,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
64,NA,Biwong-Bane,CM009002001,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
65,NA,Biwong-Bulu,CM009002002,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
66,NA,Biyouha,CM002008001,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
67,NA,Blangoua,CM004002001,NA,NA,NA,NA,NA,NA,Logone-et-Chari,CM004002,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
68,NA,Bogo,CM004001001,NA,NA,NA,NA,NA,NA,Diamaré,CM004001,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
69,NA,Bokito,CM002003002,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
70,NA,Bombe,CM003003002,NA,NA,NA,NA,NA,NA,Kadey,CM003003,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
71,NA,Bondjock,CM002008002,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
72,NA,Bot-Makak,CM002008003,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
73,NA,Bourrha,CM004006001,NA,NA,NA,NA,NA,NA,Mayo-Tsanaga,CM004006,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
74,NA,Buea,CM010001001,NA,NA,NA,NA,NA,NA,Fako,CM010001,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
75,NA,Bum,CM007001002,NA,NA,NA,NA,NA,NA,Boyo,CM007001,North-West,Nord-Ouest,CM007,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
76,NA,Campo,CM009003003,NA,NA,NA,NA,NA,NA,Océan,CM009003,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
77,NA,Darak,CM004002002,NA,NA,NA,NA,NA,NA,Logone-et-Chari,CM004002,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
78,NA,Dargala,CM004001002,NA,NA,NA,NA,NA,NA,Diamaré,CM004001,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
79,NA,Datcheka,CM004003001,NA,NA,NA,NA,NA,NA,Mayo-Danay,CM004003,Far-North,Extrême-Nord,CM004,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
80,NA,Dembo,CM006001003,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
81,NA,Demsa,CM006001004,NA,NA,NA,NA,NA,NA,Bénoué,CM006001,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
82,NA,Deuk,CM002003003,NA,NA,NA,NA,NA,NA,Mbam-et-Inoubou,CM002003,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
83,NA,Diang,CM003004005,NA,NA,NA,NA,NA,NA,Lom-et-Djérem,CM003004,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
84,NA,Dibamba,CM005003001,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
85,NA,Dibang,CM002008004,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
86,NA,Dibombari,CM005001002,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
87,NA,Dikome Balue,CM010006002,NA,NA,NA,NA,NA,NA,Ndian,CM010006,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
88,NA,Dimako,CM003002003,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
89,NA,Dir,CM001004001,NA,NA,NA,NA,NA,NA,Mbéré,CM001004,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
90,NA,Dizangue,CM005003002,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
91,NA,Dja,CM003002004,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
92,NA,Djebem,CM008004002,NA,NA,NA,NA,NA,NA,Koung-Khi,CM008004,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
93,NA,Djohong,CM001004002,NA,NA,NA,NA,NA,NA,Mbéré,CM001004,Adamawa,Adamaoua,CM001,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
94,NA,Djoum,CM009001002,NA,NA,NA,NA,NA,NA,Dja-et-Lobo,CM009001,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
95,NA,Douala 1er,CM005004001,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
96,NA,Douala 2e,CM005004002,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
97,NA,Douala 3e,CM005004003,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
98,NA,Douala 4e,CM005004004,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
99,NA,Douala 5e,CM005004005,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
100,NA,Douala 6e,CM005004006,NA,NA,NA,NA,NA,NA,Wouri,CM005004,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
101,NA,Doumaintang,CM003002005,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
102,NA,Doume,CM003002006,NA,NA,NA,NA,NA,NA,Haut-Nyong,CM003002,East,Est,CM003,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
103,NA,Dschang,CM008005001,NA,NA,NA,NA,NA,NA,Menoua,CM008005,West,Ouest,CM008,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
104,NA,Dzeng,CM002010002,NA,NA,NA,NA,NA,NA,Nyong-et-So'o,CM002010,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
105,NA,Ebebda,CM002002002,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
106,NA,Ebolowa 1er,CM009002003,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
107,NA,Ebolowa 2e,CM009002004,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
108,NA,Edea 1er,CM005003003,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
109,NA,Edea 2e,CM005003004,NA,NA,NA,NA,NA,NA,Sanaga-Maritime,CM005003,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
110,NA,Edzendouan,CM002005004,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
111,NA,Efoulan,CM009002005,NA,NA,NA,NA,NA,NA,Mvila,CM009002,South,Sud,CM009,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
112,NA,Ekondo Titi,CM010006003,NA,NA,NA,NA,NA,NA,Ndian,CM010006,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
113,NA,Elig-Mfomo,CM002002003,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
114,NA,Endom,CM002009003,NA,NA,NA,NA,NA,NA,Nyong-et-Mfoumou,CM002009,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
115,NA,Eseka,CM002008005,NA,NA,NA,NA,NA,NA,Nyong-et-Kellé,CM002008,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
116,NA,Esse,CM002005005,NA,NA,NA,NA,NA,NA,Mefou-et-Afamba,CM002005,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
117,NA,Evodoula,CM002002004,NA,NA,NA,NA,NA,NA,Lekié,CM002002,Centre,Centre,CM002,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
118,NA,Eyumodjock,CM010004002,NA,NA,NA,NA,NA,NA,Manyu,CM010004,South-West,Sud-Ouest,CM010,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
119,NA,Figuil,CM006003001,NA,NA,NA,NA,NA,NA,Mayo-Louti,CM006003,North,Nord,CM006,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
120,NA,Fiko,CM005001003,NA,NA,NA,NA,NA,NA,Moungo,CM005001,Littoral,Littoral,CM005,Cameroon,Cameroun (le),CM,1545004800000,1546560000000,NA
