OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
143,Demsa,NG002001003,Demsa,Demsa, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
144,Digil,NG002014003,Digil,Digil, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
145,Dikwa,NG008008002,Dikwa,Dikwa, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
146,Dilala,NG036016004,Dilala,Dilala/Kalgi, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
147,Dille Huyim,NG008002003,Dille Huyim,Dille / Huyum, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
148,Dilli,NG002001004,Dilli,Dilli, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
149,Dirbishi,NG002015001,Dirbishi,Dirbishi/Gandira, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
150,Dirma,NG002018001,Dirma,Dirma, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
151,Dogo Tebo,NG036014005,Dogo Tebo,Dogo Tebo, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
152,Dogoma,NG008014004,Dogoma,Dogoma / Jalori, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
153,Dogon Nini,NG036014006,Dogon Nini,Dogo Nini, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
154,Dogoshi,NG008017004,Dogoshi,Dogoshi, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
155,Dokshi,NG036008004,Dokshi,Dokshi, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
156,Dole,NG036011003,Dole,Dole, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
157,Dong,NG002001005,Dong,Dong, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
158,Dongo,NG008014005,Dongo,Dongo, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
159,Doro,NG008017005,Doro,Doro / Duguri, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
160,Doubeli,NG002020003,Doubeli,Doubeli, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
161,Dubange,NG002009001,Dubange,Dubwangun, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
162,Dudduye,NG036012006,Dudduye,Pakarau Kare-Kare/ Pakarau Fulani, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
163,Dugja,NG008005003,Dugja,Dugja, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
164,Duhu,NG002010002,Duhu,Duhu/ Shuwa, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
165,Duji,NG008023005,Duji,Duji, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
166,Dukul,NG002006005,Dukul,Dukul, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
167,Dumbari,NG036009002,Dumbari,Dumbari, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
168,Dumna,NG002006006,Dumna,Dumna, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
169,Dumne,NG002018002,Dumne,Dumne, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
170,Dumsai,NG036013005,Dumsai,Dumsai/Dogon-Kuka, ,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
171,Dusuma,NG008013004,Dusuma,Dusuman, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
172,Duvu,NG002015002,Duvu,Duvu/ Chaba/ Girburum, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
173,Duwa,NG002004002,Duwa,Duwa, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
174,Dwam,NG002001006,Dwam,Dwam, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
175,Fai,NG008014001,Fai,Afa/Dig/Maudori, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
176,Fajiganari,NG036010002,Fajiganari,Fajiganari, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
177,Falimaram,NG036011004,Falimaram,Falimaram, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
178,Farang,NG002002002,Farang,Farang, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
179,Felo,NG008009003,Felo,Felo, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
180,Fezzan,NG008021004,Fezzan,Fezzan, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
181,Fika Anze,NG036004001,Fika Anze,Fika/Anze, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
182,Fikhayel,NG008004003,Fikhayel,Fikayel, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
183,Foguwa,NG008001003,Foguwa,Fuguwa, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
184,Fufore,NG002002003,Fufore,Fufore, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
185,Fukurti,NG036006005,Fukurti,Dejina/Fukurti, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
186,Furram,NG008020004,Furram,Furram, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
187,Futchimiram,NG036006006,Futchimiram,Futchimiram, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
188,Futuless,NG002013002,Futuless,Futudou / Futules, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
189,Fuye,NG008025001,Fuye,Fuye, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
190,Gaanda,NG002004003,Gaanda,Ga'Anda, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
191,Gabai,NG036008005,Gabai,Gabai, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
192,Gabon,NG002004004,Gabon,Gabun, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
193,Gadai,NG008026004,Gadai,Gadai, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
194,Gadaka,NG036004002,Gadaka,Gadaka/Shembire, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
195,Gagure,NG036008006,Gagure,Gagure, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
196,Gajibo,NG008008003,Gajibo,Gajibo, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
197,Gajigana,NG008020005,Gajigana,Gaji Ganna  I, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
198,Gajiram,NG008026005,Gajiram,Gajiram, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
199,Galangi,NG008014006,Galangi,Galangi, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
200,Galdimari,NG008005006,Galdimari,Kenken, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
201,Galtimari,NG008013002,Galtimari,Bale Galtimari, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
202,Gamadadi,NG008004004,Gamadadi,Gamadadi, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
203,Gamadiyo,NG002016003,Gamadiyo,Gamadio, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
204,Gamawu,NG008009004,Gamawu,Gamowo, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
205,Gambir Moduri,NG036003004,Gambir Moduri,Gabir/Maduri, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
206,Gamboru,NG008021005,Gamboru,Gamboru Liberty, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
207,Gamboru A,NG008025007,Gamboru A,Old Gamboru 'A', ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
208,Gamboru B,NG008025002,Gamboru B,Gamboru 'B', ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
209,Gamboru C,NG008025003,Gamboru C,Gamboru 'C', ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
210,Gamu,NG002003002,Gamu,Gamu, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
211,Gang Fada,NG002012003,Gang Fada,Gangfada, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
212,Ganye 1,NG002003003,Ganye 1,Ganye I, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
213,Ganye 2,NG002003004,Ganye 2,Ganye II, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
214,Garaha,NG002007003,Garaha,Garaha, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
215,Garin Gawo,NG036010003,Garin Gawo,Garin Gawo, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
216,Garin Tuwo,NG036008007,Garin Tuwo,Garin Tuwo, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
217,Garkida,NG002004005,Garkida,Garkida, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
218,Garta,NG002013003,Garta,Garta / Ghunchi, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
219,Garu,NG008006001,Garu,Chibok Garu, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
220,Garu,NG036004003,Garu,Daya/Chana, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
221,Garubula,NG008005004,Garubula,Garubula, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
222,Gashigar,NG008023006,Gashigar,Gashagar, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
223,Gasi,NG008027003,Gasi,Gasi / Salifawa, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
224,Gasma,NG036010004,Gasma,Gasma, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
225,Gatamarwa,NG008006004,Gatamarwa,Gatamarwa, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
226,Gava Agapalawa,NG008011004,Gava Agapalawa,Gavva / Agapalwa, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
227,Gawa,NG008019003,Gawa,Gawa, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
228,Gaya-sikalmi,NG002007004,Gaya-sikalmi,Gaya, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
229,Gazabure,NG008009005,Gazabure,Gazabure, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
230,Gella,NG002015003,Gella,Gella, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
231,Gengle,NG002012004,Gengle,Gengle, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
232,Gereng,NG002005003,Gereng,Gereng, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
233,Gidgid Bayam,NG036009003,Gidgid Bayam,Gidgid / Bayam, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
234,Girei 1,NG002005004,Girei 1,Girei I, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
235,Girei 2,NG002005005,Girei 2,Girei II, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
236,Goduram,NG036015003,Goduram,Barkami / Bulturi, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
237,Gomari,NG008013005,Gomari,Gomari, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
238,Gombi North,NG002004006,Gombi North,Gombi North, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
239,Gombi South,NG002004007,Gombi South,Gombi South, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
240,Gongulong,NG008013006,Gongulong,Gongulong, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
241,Goniri,NG008003009,Goniri,Mbuliya / Goniri / Siraja, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
242,Goniri,NG036007004,Goniri,Goniri, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
243,Gora,NG008027004,Gora,Gora, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
244,Gorgoram,NG036009004,Gorgoram,Gorgoram, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
245,Gorobi,NG002012005,Gorobi,Gorobi, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
246,Gotala,NG036007005,Gotala,Gotala/Gotumba, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
247,Grim Damchoba,NG008012002,Grim Damchoba,Dzar/ Vinadum/ Birni/ Dlandi, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
248,Guba Dapso,NG036002004,Guba Dapso,Guba, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
249,Gubio 1,NG008009006,Gubio 1,Gubio Town  I, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
250,Gubio 2,NG008009007,Gubio 2,Gubio Town II, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
251,Gude,NG002015004,Gude,Gude, ,Mubi South,NG002015,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
252,Gudi Dozi,NG036004004,Gudi Dozi,Gudi / Dozi / Godo Woli, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
253,Gudu Mboi,NG002018003,Gudu Mboi,Gudu Mboi, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
254,Guduf A&B,NG008011005,Guduf A&B,Guduf Nagadiyo, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
255,Gudumbali East,NG008010002,Gudumbali East,Gudumbali East, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
256,Gudumbali West,NG008010003,Gudumbali West,Gudumbali West, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
257,Gujba,NG036007006,Gujba,Gujba, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
258,Guji Metalari,NG036002005,Guji Metalari,Guji / Metalari, ,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
259,Gulak,NG002010003,Gulak,Gulak, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
260,Gulani,NG036008008,Gulani,Gulani, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
261,Gulumba,NG008003004,Gulumba,Gulumba / Jukkuri / Batra, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
262,Gumna,NG008022004,Gumna,Gumna, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
263,Gumsa,NG036006007,Gumsa,Gumsa, ,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
264,Gumshi,NG036017002,Gumshi,Gumshi, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
265,Gumsuri,NG008007006,Gumsuri,Gumsuri/Misakurbudu, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
266,Gumti,NG002019003,Gumti,Gumti, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
267,Gunda,NG008005002,Gunda,Dadin Kowa, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
268,Gundo,NG002017003,Gundo,Gundo, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
269,Gur,NG008005005,Gur,Gur, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
270,Gurin,NG002002004,Gurin,Gurin, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
271,Gurumpawo,NG002003005,Gurumpawo,Gurum, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
272,Guwal,NG008018003,Guwal,Guwal, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
273,Guwo,NG008014007,Guwo,Guwo, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
274,Guworam,NG008010004,Guworam,Guworam, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
275,Guya,NG036017003,Guya,Guya, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
276,Guyaku,NG002004008,Guyaku,Guyaku, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
277,Guyuk,NG002006007,Guyuk,Guyuk, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
278,Guzamala East,NG008010005,Guzamala East,Guzamala East, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
279,Guzamala West,NG008010006,Guzamala West,Guzamala West, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
280,Gwadabawa,NG002020004,Gwadabawa,Gwadabawa, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
281,Gwalasho,NG008027005,Gwalasho,Gwalasho, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
282,Gwamba,NG002001007,Gwamba,Gwamba, ,Demsa,NG002001,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
283,Gwandi,NG008018001,Gwandi,Gondi, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
284,Gwangang Chata,NG008012003,Gwangang Chata,Gwanzang  Pusda, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
285,Gwange I,NG008021006,Gwange I,Gwange  I, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
286,Gwange II,NG008021007,Gwange II,Gwange  II, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
