OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
571,Pemi,NG008006010,Pemi,Pemi, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
572,Peta,NG008018007,Peta,Peta, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
573,Puba Vidau,NG008012010,Puba Vidau,Puba/Vidau/Lokoja, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
574,Pulka Bokko,NG008011013,Pulka Bokko,Pulka/Bokko, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
575,Purakayo,NG002006010,Purakayo,Purokayo, ,Guyuk,NG002006,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
576,Rann,NG008015008,Rann,"Rann  ""A""", ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
577,Ribadu,NG002002008,Ribadu,Ribadu, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
578,Ribadu,NG002012010,Ribadu,Ribadu, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
579,Rigange,NG002009008,Rigange,Rigange, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
580,Ruhu,NG036008011,Ruhu,Ruhu, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
581,Rumde,NG002020010,Rumde,Rumde, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
582,Rumirgu Chul,NG008002002,Rumirgu Chul,Chul / Rumirgo, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
583,Sabon Gari,NG036001007,Sabon Gari,Lawan Audu/Lawan Al - Wali, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
584,Sabon Layi,NG002014009,Sabon Layi,Sabon Layi, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
585,Sabon Pegi,NG002016009,Sabon Pegi,Sabon Pegi, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
586,Sabsabuwa,NG008026011,Sabsabuwa,Sabsabuwa, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
587,Sakwa Hema,NG008012011,Sakwa Hema,Sakwa/Hema, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
588,Sangassumi,NG002003007,Sangassumi,Sangasumi, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
589,Sarkin Hausawa,NG036001008,Sarkin Hausawa,Sarkin Hausawa, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
590,Sasawa Kabaru,NG036003011,Sasawa Kabaru,Sasawa/Kabaru, ,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
591,Shaffa,NG008012012,Shaffa,Shaffa, ,Hawul,NG008012,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
592,Shangui,NG002007010,Shangui,Shangui, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
593,Shani,NG008027010,Shani,Shani, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
594,Shehuri,NG008003011,Shehuri,Shehuri / Hausari / Mairi, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
595,Shehuri,NG008025009,Shehuri,Tunokalia, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
596,Shehuri North,NG008021014,Shehuri North,Shehuri North, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
597,Shehuri South,NG008021015,Shehuri South,Shehuri South, ,Maiduguri,NG008021,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
598,Shekau,NG036015009,Shekau,Shekau, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
599,Shelleng,NG002017009,Shelleng,Shelleng, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
600,Shettimari,NG008014012,Shettimari,Shettimari, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
601,Shirarkir,NG008006011,Shirarkir,Shikarkir, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
602,Shoye,NG036004008,Shoye,Shoye/Garin Aba, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
603,Sigal,NG008015010,Sigal,Sigal/Karche, ,Kala/Balge,NG008015,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
604,Sigire,NG002018006,Sigire,Sigire, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
605,Sina Kamale,NG002013011,Sina Kamale,Sina / Kamale / Kwande, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
606,Song Gari,NG002018007,Song Gari,Song Gari, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
607,Song Waje,NG002018008,Song Waje,Song Waje, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
608,Sorau A,NG002011008,Sorau A,Sorau 'A', ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
609,Sorau B,NG002011009,Sorau B,Sorau 'B', ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
610,Soye,NG008003010,Soye,Sabsabwa / Soye/ Bulongu, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
611,Sugu,NG002003008,Sugu,Sugu, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
612,Sugundare,NG008026012,Sugundare,Sugundure, ,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
613,Suktu,NG002018009,Suktu,Suktu, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
614,Sukur,NG002010008,Sukur,Shelmi / Sukur/ Vapura, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
615,Sulumthla,NG008005009,Sulumthla,Sulumthla, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
616,Sumbar,NG036017008,Sumbar,Kajimaram/Sumbar, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
617,Sungul Koka,NG036015010,Sungul Koka,Koka/Sungul, ,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
618,Sure,NG008024009,Sure,Sure, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
619,Suwa,NG002009009,Suwa,Suwa, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
620,Taganama,NG036011010,Taganama,Taganama, ,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
621,Talum,NG002017010,Talum,Tallum, ,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
622,Tambajam,NG002011010,Tambajam,Tambajam, ,Maiha,NG002011,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
623,Tambo,NG002005009,Tambo,Tambo, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
624,Tamsu Ngamdua,NG008019012,Tamsu Ngamdua,Tamsu Ngamdua, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
625,Tawa,NG002004009,Tawa,Tawa, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
626,Telli,NG008004008,Telli,Teli, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
627,Teteba,NG036008012,Teteba,Borno Kiji/Tetteba, ,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
628,Thilbang,NG002007011,Thilbang,Thilbang, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
629,Tikau,NG036012010,Tikau,Tikau, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
630,Timdore,NG002003009,Timdore,Timdore, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
631,Titiwa,NG008020006,Titiwa,Gaji Ganna  II, ,Magumeri,NG008020,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
632,Tobolo,NG008014013,Tobolo,Tobolo, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
633,Tola,NG002012011,Tola,Tola, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
634,Toshia,NG036016008,Toshia,Daratoshia, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
635,Toungo,NG002021010,Toungo,Toungo, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
636,Toungo 1,NG002019008,Toungo 1,Toungo I, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
637,Toungo 2,NG002019009,Toungo 2,Toungo II, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
638,Toungo 3,NG002019010,Toungo 3,Toungo III, ,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
639,Tsugum Tagali,NG036001009,Tsugum Tagali,Tagali/Sugum, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
640,Tsukumu/Tilijo,NG002013012,Tsukumu/Tilijo,Sukumu / Tillijo, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
641,Tuba,NG008013012,Tuba,Tuba, ,Jere,NG008013,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
642,Tulotulo,NG036017009,Tulotulo,Kaska/Tulotulowa, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
643,Tumbara/Ngabili,NG002013014,Tumbara/Ngabili,Tumbara / Ngabili, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
644,Turmi Malori,NG036004009,Turmi Malori,Turmi / Maluri, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
645,Uba,NG002007012,Uba,Uba, ,Hong,NG002007,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
646,Uba,NG008002010,Uba,Uba, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
647,Ufaye,NG008008010,Ufaye,Ufaye / Gujile, ,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
648,Uki Tuki,NG002002009,Uki Tuki,Uki Tuki, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
649,Uvu Uda,NG008002011,Uvu Uda,Uda / Uvu, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
650,Vih/Boka,NG002013015,Vih/Boka,Vi / Boka, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
651,Vimtim,NG002014010,Vimtim,Vimtim, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
652,Vulpi,NG002016010,Vulpi,Vulpi, ,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
653,Wachakal,NG036010009,Wachakal,Wachakal, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
654,Wada,NG008018008,Wada,Wada, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
655,Waduku,NG002009010,Waduku,Waduku, ,Lamurde,NG002009,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
656,Waga-chakawa,NG002010009,Waga-chakawa,Wagga, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
657,Wagir,NG036007010,Wagir,Wagir, ,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
658,Wajiro,NG008014014,Wajiro,Wajiro / Burgumma, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
659,Wala Warabe,NG008011003,Wala Warabe,Dure / Wala / Warabe, ,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
660,Walama,NG008027011,Walama,Walama, ,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
661,Waltandi,NG002018010,Waltandi,Waltandi, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
662,Wambilimi/Tili,NG002013016,Wambilimi/Tili,Wamblimi / Tilli, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
663,Wamdeo Giwi,NG008002012,Wamdeo Giwi,Wamdeo / Giwi, ,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
664,Wamiri,NG008010010,Wamiri,Wamiri, ,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
665,Waro,NG036010010,Waro,Waro, ,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
666,Warshele,NG008025010,Warshele,Warshele, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
667,Wassaram,NG008014015,Wassaram,Wassaram, ,Kaga,NG008014,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
668,Watinani,NG036012011,Watinani,Watinani, ,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
669,Wawa,NG008018009,Wawa,Wawa, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
670,Wawa Korode,NG008007010,Wawa Korode,Wawa / Korede, ,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
671,Whuntaku,NG008006003,Whuntaku,Chibok Wuntaku, ,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
672,Wula,NG002010010,Wula,Wula, ,Madagali,NG002010,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
673,Wulgo,NG008025011,Wulgo,Wulgo, ,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
674,Wulo,NG008024010,Wulo,Wulo, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
675,Wuro Bokki,NG002002010,Wuro Bokki,Wuro Bokki, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
676,Wuro Dole,NG002005010,Wuro Dole,Wuro Dole, ,Girei,NG002005,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
677,Wuyo,NG008004009,Wuyo,Wuyo, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
678,Yabal,NG008016008,Yabal,Mairamri / Yeleri / Bazamri, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
679,Yabiri,NG008003013,Yabiri,Yabiri Kura/Yabiri Gana/Chongolo, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
680,Yadim,NG002002011,Yadim,Yadim, ,Fufore,NG002002,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
681,Yajiwa,NG008016010,Yajiwa,Nyaleri/Sandia/Yejiwa, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
682,Yale,NG008016006,Yale,Kelumiri / Ngalbi Amari / Yale, ,Konduga,NG008016,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
683,Yang,NG002004010,Yang,Yang, ,Gombi,NG002004,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
684,Yau,NG008001008,Yau,Yau, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
685,Yawa,NG008001009,Yawa,Yawa Kura, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
686,Yawi,NG008005010,Yawi,Yawi, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
687,Yebbi,NG002003010,Yebbi,Yebbi, ,Ganye,NG002003,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
688,Yele,NG008024011,Yele,Yele, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
689,Yeli,NG002008011,Yeli,Yelli, ,Jada,NG002008,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
690,Yelwa,NG002014011,Yelwa,Yelwa, ,Mubi North,NG002014,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
691,Yelwa,NG002020011,Yelwa,Yelwa, ,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
692,Yerimaram,NG036014010,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta, ,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
693,Yimirdalang,NG008018010,Yimirdalang,Yimirthalang, ,Kwaya Kusar,NG008018,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
694,Yitiwa,NG008001010,Yitiwa,Yituwa, ,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
695,Yoffo,NG002012012,Yoffo,Yoffo, ,Mayo-Belwa,NG002012,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
696,Yolde Kohi,NG002021011,Yolde Kohi,Yolde Kohi, ,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
697,Yoyo,NG008017010,Yoyo,Yoyo, ,Kukawa,NG008017,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
698,Yunusari,NG036016009,Yunusari,Ngirabo, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
699,Yusufari,NG036017010,Yusufari,Yusufari, ,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
700,Zabudum Dachia,NG036009010,Zabudum Dachia,Zabudum / Dachia, ,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
701,Zabudum Dachia,NG036016010,Zabudum Dachia,Zajibiri / Dumbal, ,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
702,Zaga Ngalori,NG008022013,Zaga Ngalori,Zaga, ,Marte,NG008022,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
703,Zageri,NG008003014,Zageri,Zangeri/Kash  Kash, ,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
704,Zah,NG002013013,Zah,Thukudou / Sufuku / Zah, ,Michika,NG002013,Adamawa North,NG00202,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
705,Zangaya Mazawaun,NG036004010,Zangaya Mazawaun,Zangaya/Mazawaun, ,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
706,Zangebe,NG008019001,Zangebe,Abbari, ,Mafa,NG008019,Borno Central,NG00801,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
707,Zango,NG036001010,Zango,Zangon Musa/Zango Umaru, ,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,1490918400000,1555459200000,NA
708,Zara,NG008004010,Zara,Zara, ,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
709,Zarawuyaku,NG008005011,Zarawuyaku,Zarawuyaku, ,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
710,Zari,NG008023010,Zari,Zari, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
711,Zowo,NG008009010,Zowo,Zowo, ,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
712,Zulum,NG008024012,Zulum,Zulum, ,Monguno,NG008024,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
713,Zulum Umarti,NG008023009,Zulum Umarti,Zanna Umorti, ,Mobbar,NG008023,Borno North,NG00802,Borno,NG008,Nigeria,NG,1490918400000,1555459200000,NA
714,Zumo,NG002018011,Zumo,Zumo, ,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,1490918400000,1555459200000,NA
